lipophil	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_1	unknown_2.1	unknown_2.2	unknown_2.3	unknown_2.4	fibre	trans_fibre_gland	trans_fibre_epithelia	gland_1	epithelia_gland_like	epithelia_unknown_1	epithelia_ventral	trans_epithelia_ventral_peptidergic	trans_epithelia_dorsal_ventral	epithelia_dorsal_like	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_iota_like	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_011983	29	1	1	0	2	0	4	0	2	19	0	0	15	7	1	15	0	3	7	9	1	2	0	2	0	0	0	1	1	1	1	0	2	1	0	0	0	1
TrH2_TrispH2_011984	36	0	4	0	2	2	7	1	3	35	0	0	24	15	0	26	2	6	27	10	1	2	0	3	0	0	1	2	2	1	3	2	2	1	0	0	0	2
TrH2_TrispH2_011985	3	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011619	42	2	1	0	1	2	4	4	3	43	0	2	32	10	0	40	1	1	16	20	0	4	3	1	1	5	0	0	0	0	5	3	2	0	0	2	2	0
TrH2_TrispH2_011785	104	6	1	4	19	6	16	3	13	144	1	1	94	32	3	111	8	12	53	57	4	12	7	3	0	5	5	1	13	3	7	8	9	1	3	2	1	5
TrH2_TrispH2_011911	26	0	1	1	0	1	5	2	9	26	0	0	24	6	1	27	0	3	10	14	4	4	0	2	1	1	3	0	7	0	1	1	1	0	1	2	0	0
TrH2_orphan_1621	4	0	0	0	1	1	0	0	1	10	0	0	3	1	0	2	1	2	3	3	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
TrH2_TrispH2_012234	0	0	0	0	0	0	0	0	0	1	0	0	3	4	0	0	1	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0
TrH2_orphan_1622	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012010	50	2	4	2	11	2	5	2	14	29	2	0	30	12	0	57	1	8	25	33	0	6	4	3	0	2	2	0	3	2	10	4	5	2	3	3	1	3
TrH2_TrispH2_011824	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_011825	1	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
TrH2_TrispH2_011751	895	11	51	53	147	34	115	60	151	698	22	31	674	228	8	637	9	47	306	377	16	50	25	53	5	30	21	70	54	16	134	21	42	46	20	19	5	8
TrH2_TrispH2_011752	1945	101	158	148	261	79	239	137	332	2642	20	132	1309	497	27	1455	50	468	1502	1023	37	90	77	99	5	96	74	278	144	19	176	71	125	73	48	50	1	8
TrH2_TrispH2_011682	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_011683	91	3	3	1	17	4	8	0	9	109	0	4	72	25	5	73	6	21	51	26	7	3	4	4	2	3	2	3	4	4	6	4	1	1	4	1	3	1
TrH2_TrispH2_012071	13	1	1	0	3	0	1	0	1	20	1	1	15	6	0	6	0	2	10	10	0	2	1	0	0	0	2	0	3	0	2	0	1	1	0	0	0	0
TrH2_TrispH2_011694	30	0	4	0	5	2	5	4	4	54	0	3	29	7	0	46	2	7	23	17	0	7	4	1	0	2	2	0	1	0	3	3	4	1	0	2	0	1
TrH2_TrispH2_011695	13	1	0	0	0	0	1	2	0	6	0	0	5	1	0	10	0	3	6	7	2	2	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
TrH2_TrispH2_011876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011877	4	1	0	0	2	1	0	1	0	12	0	0	4	4	0	7	0	0	4	2	1	1	0	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0
TrH2_orphan_1624	7	0	1	0	1	0	1	1	1	5	0	0	9	4	0	9	0	0	0	1	0	0	1	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0
TrH2_TrispH2_011807	20	0	1	1	2	0	1	0	2	7	2	0	6	5	0	7	0	0	2	5	0	1	0	0	0	2	0	0	3	0	0	0	1	0	0	1	0	0
TrH2_TrispH2_011969	3	0	0	1	0	0	0	0	1	4	0	0	7	0	0	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
TrH2_TrispH2_011740	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011739	5	0	1	0	3	0	0	0	0	5	0	0	0	1	0	4	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_012160	5	0	0	0	0	1	0	0	2	6	0	0	5	3	0	6	0	0	2	2	1	0	0	0	0	0	1	1	0	2	2	1	0	0	0	0	1	0
TrH2_orphan_1626	14	1	2	1	3	2	0	2	8	7	0	0	21	4	0	23	0	0	6	10	3	1	2	0	0	3	0	0	3	0	2	5	0	0	3	1	1	0
TrH2_TrispH2_012205	26	0	0	0	3	0	0	0	1	31	0	4	8	6	0	7	1	0	8	8	0	2	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
TrH2_TrispH2_011925	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011991	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_011992	7	0	1	0	2	0	1	0	1	9	0	0	9	3	0	12	2	1	6	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1
TrH2_TrispH2_011827	30	2	2	0	3	0	2	0	3	49	0	3	17	5	0	18	1	10	30	14	0	3	0	1	0	0	2	0	0	0	3	0	2	0	0	1	0	1
TrH2_TrispH2_011666	3	0	0	2	0	1	0	0	0	3	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
TrH2_TrispH2_012106	127	1	10	3	15	8	10	8	26	106	4	3	92	26	2	91	6	16	56	54	6	5	3	2	2	3	4	2	9	1	11	2	6	4	4	5	2	1
TrH2_orphan_1630	3	0	0	0	0	0	0	1	0	1	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012169	38	0	3	1	7	1	1	1	0	20	1	0	23	7	0	48	0	1	4	15	0	3	0	1	1	1	0	1	1	4	0	1	1	1	2	0	0	0
TrH2_TrispH2_011995	12	0	0	0	4	1	0	0	6	12	1	4	23	1	1	10	0	4	19	5	0	0	2	0	0	2	0	1	0	0	0	2	2	0	0	0	0	0
TrH2_TrispH2_012227	1	0	0	0	0	0	2	0	0	1	0	0	2	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011820	13	0	0	0	3	0	3	0	5	9	0	0	11	4	1	12	0	2	2	8	0	2	1	0	0	0	1	0	2	0	2	0	0	1	1	0	0	1
TrH2_TrispH2_011928	5	0	0	0	1	0	0	0	1	6	0	0	4	4	0	3	0	1	0	2	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
TrH2_TrispH2_011929	16	0	0	0	2	1	2	1	2	8	0	0	6	4	0	6	1	2	6	5	0	0	2	1	0	1	0	0	1	0	1	0	0	1	1	0	0	2
TrH2_TrispH2_011839	92	2	1	2	20	6	9	5	18	88	4	2	101	29	4	96	4	11	41	52	1	9	5	4	0	5	1	0	5	3	15	2	0	1	2	1	1	3
TrH2_TrispH2_012112	4	0	1	0	1	0	0	0	0	1	0	1	1	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011769	23	1	1	0	6	1	0	0	0	15	1	1	9	6	0	15	2	3	8	9	3	0	1	3	0	2	1	0	0	1	1	2	1	0	0	1	2	0
TrH2_TrispH2_012103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1632	39	4	6	0	5	1	2	0	3	48	0	0	18	7	0	30	2	8	48	13	1	1	1	1	0	1	0	2	3	0	2	0	3	0	2	0	3	0
TrH2_TrispH2_011948	15	0	0	0	3	0	4	0	1	8	0	0	7	4	1	12	0	1	6	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011761	6	0	1	0	2	0	0	0	0	5	0	0	4	1	1	3	0	1	4	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
TrH2_TrispH2_011903	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1633	3	0	0	0	0	0	0	0	2	2	0	0	3	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011828	53	1	0	18	20	4	9	19	6	29	0	0	45	6	1	115	4	1	9	54	1	5	10	3	3	16	2	0	6	0	19	2	7	1	1	0	3	0
TrH2_TrispH2_011829	69	1	4	2	8	1	8	3	17	95	0	3	49	18	0	51	1	9	21	17	3	6	1	4	1	2	2	0	7	0	7	5	2	4	3	5	2	0
TrH2_TrispH2_011945	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011946	19	0	0	2	4	0	0	3	4	14	0	2	11	7	0	7	0	2	7	5	1	0	1	1	0	0	0	2	2	0	2	0	0	0	0	0	0	0
TrH2_TrispH2_011982	2955	60	141	54	468	142	362	124	548	2550	49	73	2289	774	44	2213	89	314	963	1154	117	255	151	81	43	109	77	95	194	54	247	100	226	81	78	83	65	51
TrH2_TrispH2_011741	15	2	2	0	5	0	2	1	0	35	0	1	9	6	1	14	1	4	11	10	1	2	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0
TrH2_TrispH2_011742	2	0	0	0	0	0	0	0	1	8	0	0	3	1	1	2	0	0	0	5	0	0	1	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0
TrH2_TrispH2_012062	8	0	1	0	0	0	0	0	1	8	0	0	6	4	0	5	0	2	2	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0
TrH2_TrispH2_011778	10	0	0	1	1	0	0	1	1	14	0	0	2	5	0	6	0	0	2	1	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	1	1	1
TrH2_TrispH2_012148	100	3	5	1	9	6	12	5	15	59	0	1	53	19	3	70	3	6	19	34	2	4	2	1	0	1	3	3	7	0	12	3	0	6	1	5	1	1
TrH2_TrispH2_012165	5	0	0	0	1	0	0	0	0	5	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012069	13	2	3	0	2	0	0	1	5	39	0	2	13	7	0	23	2	2	21	12	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1
TrH2_orphan_1635	91	9	7	1	5	3	6	1	8	152	2	8	63	13	2	67	4	18	52	35	1	7	5	1	1	0	0	3	3	1	6	4	5	3	1	3	1	1
TrH2_TrispH2_012151	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012230	6	0	1	0	0	0	1	0	1	12	0	0	11	5	0	2	0	4	4	10	1	3	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0
TrH2_TrispH2_012070	0	0	0	0	0	0	2	0	0	4	0	0	0	1	0	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012143	21	2	3	0	3	0	0	2	8	38	0	0	11	11	0	16	1	4	11	10	3	4	1	0	0	0	1	0	1	0	4	1	0	0	0	1	0	0
TrH2_TrispH2_012218	153	12	5	2	16	5	14	3	22	231	3	16	74	24	1	107	11	29	111	58	3	9	16	1	3	1	2	0	5	1	8	7	6	2	0	6	1	3
TrH2_TrispH2_011794	3	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012113	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_012114	39	2	4	4	5	2	3	0	4	48	1	1	23	10	3	39	2	4	16	8	0	3	1	0	0	2	1	0	2	0	2	4	2	0	1	1	2	0
TrH2_TrispH2_012015	13	0	1	0	0	1	0	0	0	7	0	1	7	5	0	3	0	0	4	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TrH2_TrispH2_011906	59	1	1	1	7	1	10	2	5	46	1	1	44	12	0	38	1	3	16	19	1	3	1	1	0	2	0	1	2	3	5	0	5	2	1	2	2	0
TrH2_orphan_1637	13	0	1	0	0	1	1	0	1	21	0	1	8	3	0	11	0	1	7	6	1	0	3	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_012005	8725	634	1224	61	791	294	613	95	984	18787	106	807	5107	1570	26	7559	620	2637	10816	4192	114	704	565	104	154	142	228	103	566	71	463	74	341	138	51	205	116	50
TrH2_TrispH2_011784	26	1	0	0	2	0	4	1	6	32	1	0	10	7	0	18	1	5	8	9	2	1	2	0	0	1	1	0	4	3	5	2	0	0	1	1	1	0
TrH2_orphan_1638	9	0	0	0	1	0	0	0	2	3	0	0	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
TrH2_TrispH2_011896	102	6	14	1	9	7	11	6	25	131	1	7	85	31	0	88	5	14	57	53	1	14	4	4	0	3	0	2	7	2	11	4	5	4	1	5	4	3
TrH2_TrispH2_011897	51	2	1	0	2	0	1	4	10	40	0	2	24	3	5	22	3	4	11	23	12	0	13	0	0	4	0	0	6	3	4	1	1	0	0	0	0	0
TrH2_TrispH2_011717	101	3	3	2	13	5	8	6	16	76	0	4	68	19	1	64	1	9	27	29	1	10	4	4	0	6	2	2	6	0	8	1	2	4	0	2	6	0
TrH2_TrispH2_011860	51	1	1	0	8	0	6	1	3	39	1	2	33	12	0	33	0	5	13	9	0	2	2	0	0	0	0	1	2	1	3	2	1	2	1	0	2	0
TrH2_TrispH2_011861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011934	30	0	0	11	0	0	12	0	13	25	0	0	16	13	0	39	0	4	5	14	0	1	1	0	0	5	1	1	9	0	4	3	1	1	0	1	0	0
TrH2_TrispH2_012078	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012132	24	3	0	0	4	1	1	1	0	30	0	1	11	7	0	17	0	1	9	7	0	0	2	1	1	4	1	0	1	0	2	1	5	0	0	0	0	1
TrH2_TrispH2_011757	3948	386	629	14	489	149	325	36	600	9607	65	443	2337	746	18	3700	307	1298	5385	2227	59	238	237	42	24	64	91	63	277	31	252	35	191	36	24	115	30	24
TrH2_TrispH2_011944	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012124	106	0	3	2	16	2	15	2	13	84	4	4	77	23	1	48	4	7	35	36	4	12	5	4	4	4	3	2	9	2	8	6	6	2	4	6	4	1
TrH2_orphan_1640	6	0	0	0	2	1	0	0	0	3	0	0	1	1	0	6	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012159	42	0	0	1	1	1	5	1	8	14	0	0	24	14	1	35	0	1	9	14	3	2	1	2	0	0	1	0	4	1	2	3	4	3	3	0	1	2
TrH2_TrispH2_011950	4	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011951	18	2	2	1	4	0	6	0	1	20	0	0	17	6	0	16	0	3	5	5	1	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0
TrH2_TrispH2_011743	313	8	14	1	41	10	41	8	39	306	3	13	155	60	1	184	10	51	110	102	6	21	11	7	6	10	2	4	22	6	14	11	16	6	7	11	5	3
TrH2_TrispH2_011744	6	0	0	0	0	0	1	0	0	2	0	1	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011696	22	2	1	0	3	3	9	3	9	29	1	1	40	14	0	32	0	5	9	27	0	3	2	2	0	0	0	0	8	0	3	6	2	2	1	1	1	0
TrH2_TrispH2_011621	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_011907	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011733	85	3	6	5	15	5	8	3	12	101	2	2	48	27	1	71	1	9	36	40	2	7	1	3	3	2	4	3	4	1	5	2	8	0	3	2	2	4
TrH2_TrispH2_011734	168	0	4	9	13	3	10	4	26	135	0	2	92	27	2	89	3	7	34	56	2	5	14	4	0	5	2	0	3	1	13	12	17	1	2	2	5	2
TrH2_TrispH2_012217	4	0	0	0	2	0	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_012149	20	0	0	0	8	2	1	1	6	12	0	1	18	11	1	18	2	1	2	9	1	3	0	0	0	1	0	2	4	1	2	1	1	0	2	0	1	1
TrH2_TrispH2_011830	237	4	10	2	51	17	36	14	34	189	4	3	224	122	1	207	4	34	44	120	11	16	17	7	0	17	7	10	31	14	19	15	7	4	1	10	12	1
TrH2_TrispH2_011933	18	0	1	0	4	3	3	1	4	16	0	1	20	4	0	20	0	1	6	4	1	3	4	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0
TrH2_orphan_1641	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011826	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011816	28	1	2	0	2	2	3	0	4	22	0	3	23	5	0	23	1	0	8	8	1	3	2	0	1	0	0	0	3	1	4	1	4	1	0	0	1	2
TrH2_TrispH2_012060	34	0	3	0	4	0	3	1	3	47	0	0	20	15	1	21	0	2	19	9	2	4	0	2	1	0	3	1	2	0	4	0	6	0	0	0	0	1
TrH2_TrispH2_012050	3	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011879	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_orphan_1644	2	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011940	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011922	2	0	0	0	2	0	0	0	0	3	0	0	1	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_011958	69	4	9	1	17	0	18	2	13	75	0	1	45	29	1	33	0	1	14	25	2	25	0	0	1	5	0	0	0	0	19	5	0	0	0	0	0	0
TrH2_TrispH2_011819	6	0	0	0	0	0	0	1	0	6	0	0	1	1	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_012188	4	0	0	0	0	1	0	0	0	5	0	0	1	1	0	0	0	2	6	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012040	3868	264	566	20	427	193	278	27	362	8768	43	294	2532	657	17	3286	304	1149	4950	1814	40	310	210	37	32	61	77	38	215	31	209	37	91	30	17	73	51	21
TrH2_TrispH2_012204	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_012064	30	4	2	0	2	2	6	0	5	30	0	0	19	10	0	21	0	1	10	10	1	2	2	1	0	0	1	0	2	0	3	0	3	0	0	0	1	1
TrH2_TrispH2_012130	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1649	24	0	0	0	5	1	1	2	4	11	1	2	13	9	0	11	0	1	12	7	0	0	1	0	1	0	2	1	3	1	2	0	0	0	0	1	0	0
TrH2_TrispH2_011924	4	0	0	0	2	0	0	0	0	3	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
TrH2_TrispH2_012210	3	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_012098	25	0	2	0	4	0	4	3	2	24	0	0	18	11	0	24	0	4	11	11	0	1	0	2	0	1	0	1	2	2	2	2	2	0	0	0	1	0
TrH2_TrispH2_011999	3	1	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
TrH2_TrispH2_012196	66	1	7	0	8	3	6	5	12	78	2	2	58	24	0	47	2	9	18	19	3	5	1	1	2	2	0	2	6	2	6	2	3	1	0	2	0	0
TrH2_TrispH2_012122	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TrH2_TrispH2_012125	23	1	2	0	0	1	3	1	3	25	0	0	10	5	1	19	1	5	14	11	0	1	3	0	0	2	1	0	0	1	2	1	2	0	0	3	1	0
TrH2_TrispH2_012126	4	0	0	0	0	0	0	0	2	3	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_012057	2	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TrH2_orphan_1654	4	1	0	0	1	1	0	1	2	5	0	0	3	4	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_orphan_1655	30	0	1	0	6	1	3	3	4	23	1	0	23	11	0	26	2	3	9	15	0	1	3	0	0	0	1	0	1	3	3	0	3	0	1	0	0	1
TrH2_TrispH2_012043	123	3	5	4	16	4	17	5	27	176	1	10	111	51	0	104	6	16	67	45	7	9	10	2	0	2	3	8	13	5	10	5	9	2	5	7	6	1
TrH2_TrispH2_012174	4	0	0	0	0	2	4	0	1	4	0	0	1	1	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TrH2_TrispH2_011792	10	0	1	0	1	0	6	0	1	7	0	0	9	6	0	10	0	2	3	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_012232	8	1	0	0	5	0	3	0	6	12	0	0	9	1	0	6	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	1	3	0	0	3	0	1
TrH2_TrispH2_011919	78	5	8	1	9	2	5	1	7	93	0	3	46	15	2	48	4	7	32	25	1	5	10	0	0	0	0	5	5	2	3	4	3	3	1	6	1	0
TrH2_TrispH2_011989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1656	3	0	0	0	0	0	1	0	0	1	0	0	3	0	0	2	0	1	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012193	2	0	0	0	1	0	0	0	0	1	0	0	3	0	0	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1657	9	0	0	0	2	1	2	0	1	26	0	1	12	2	0	10	2	11	10	1	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012014	3	0	0	0	1	0	1	0	0	2	0	0	2	0	0	3	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011817	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011818	20	0	4	0	4	1	1	2	4	42	0	5	23	11	0	29	1	3	14	22	2	4	0	0	1	2	1	1	2	0	2	0	6	0	0	1	0	3
TrH2_TrispH2_011799	9	0	0	0	1	0	0	0	2	4	0	0	5	1	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_012101	55	1	8	0	14	4	8	7	12	62	2	1	52	20	0	66	1	15	25	32	4	5	4	4	0	4	2	0	8	1	4	3	4	2	0	2	1	3
TrH2_TrispH2_012102	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
