lipophil	trans	unknown_1	unknown_2	fibre	gland	epithelia_gland_like	epithelia	peptidergic
TrH2_TrispH2_011315	1	0	0	3	2	4	0	5	0
TrH2_TrispH2_011316	1	0	0	2	1	3	0	0	0
TrH2_TrispH2_011317	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_011320	3	0	0	1	2	2	0	1	2
TrH2_TrispH2_011321	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_011322	1	0	0	0	0	0	0	0	0
TrH2_orphan_1277	344	96	28	51	324	228	38	342	126
TrH2_TrispH2_011323	7	2	1	0	4	2	4	2	3
TrH2_orphan_1278	7	1	3	1	6	8	0	17	4
TrH2_TrispH2_009424	21	3	4	10	23	21	10	26	23
TrH2_TrispH2_009427	73	32	10	39	86	44	21	104	63
TrH2_TrispH2_009429	70	26	11	30	72	45	16	115	53
TrH2_TrispH2_009431	55	13	2	22	48	42	18	108	47
TrH2_TrispH2_009432	397	130	60	135	547	287	114	619	263
TrH2_TrispH2_009436	1143	373	477	659	834	1227	586	2128	1036
TrH2_TrispH2_009437	2	0	0	1	0	1	0	1	0
TrH2_TrispH2_009425	9	8	0	3	7	9	3	17	6
TrH2_TrispH2_009426	34	11	3	15	35	23	9	45	15
TrH2_TrispH2_009428	93	16	16	19	57	55	21	100	60
TrH2_TrispH2_009430	563	211	76	223	619	426	146	918	402
TrH2_TrispH2_009433	121	36	25	38	103	58	20	122	79
TrH2_TrispH2_009435	103	43	20	57	140	86	27	225	84
TrH2_TrispH2_010015	9	1	5	4	7	7	3	33	8
TrH2_TrispH2_010016	4	2	0	1	8	13	1	11	6
TrH2_TrispH2_010017	18	9	1	13	23	13	4	33	9
TrH2_TrispH2_010018	181	40	35	84	151	165	56	266	148
TrH2_TrispH2_010019	78	12	8	23	52	74	18	94	56
TrH2_orphan_1280	2	2	1	1	2	3	0	2	1
TrH2_TrispH2_010021	52	12	14	14	33	37	14	64	28
TrH2_TrispH2_010023	20	4	2	5	23	15	4	29	12
TrH2_TrispH2_010025	104	28	22	29	96	61	33	149	83
TrH2_TrispH2_010020	175	68	12	63	225	131	43	282	118
TrH2_TrispH2_010022	62	24	6	21	81	51	21	96	36
TrH2_TrispH2_010026	101	17	12	30	83	82	27	142	47
TrH2_orphan_1281	4	0	0	1	3	5	2	3	0
TrH2_TrispH2_010555	20	3	1	8	9	12	8	30	21
TrH2_TrispH2_010556	59	21	1	13	38	47	27	47	18
TrH2_TrispH2_010559	45	15	6	17	53	39	16	88	33
TrH2_TrispH2_010562	18	2	2	5	11	4	0	8	6
TrH2_TrispH2_010563	8	3	1	0	8	7	1	8	3
TrH2_TrispH2_010557	140	24	10	68	101	98	32	198	72
TrH2_TrispH2_010558	102	52	16	35	140	87	34	195	80
TrH2_TrispH2_010560	1218	443	165	400	1367	811	300	1911	763
TrH2_TrispH2_010561	30	5	4	13	18	19	9	34	17
TrH2_orphan_1282	4	1	0	1	5	0	0	6	1
TrH2_orphan_1283	1	0	0	0	0	0	0	0	0
TrH2_orphan_1284	23	4	2	11	2	7	3	21	8
TrH2_TrispH2_010511	213	23	35	105	104	160	50	263	140
TrH2_orphan_1285	5	6	0	5	5	6	0	13	7
TrH2_TrispH2_010503	0	0	1	0	0	0	2	0	0
TrH2_TrispH2_010504	0	0	0	1	0	0	1	0	1
TrH2_orphan_1286	1	1	0	0	0	2	1	5	0
TrH2_TrispH2_010505	4	0	0	3	1	4	0	3	3
TrH2_TrispH2_010506	0	0	1	3	1	2	2	6	5
TrH2_TrispH2_010507	97	32	19	49	86	57	36	177	77
TrH2_TrispH2_010508	619	173	106	271	564	423	154	946	448
TrH2_TrispH2_010509	146	52	10	45	188	91	34	240	80
TrH2_TrispH2_010510	154	56	34	63	109	117	32	239	132
TrH2_orphan_1287	113	12	21	42	62	82	16	152	62
TrH2_TrispH2_010513	490	324	39	133	910	378	106	693	330
TrH2_TrispH2_010514	76	30	9	18	66	55	23	131	51
TrH2_TrispH2_010515	14	8	3	12	17	16	6	23	18
TrH2_TrispH2_010516	24	14	5	2	14	16	5	27	14
TrH2_TrispH2_011032	188	99	26	93	285	150	56	393	160
TrH2_orphan_1289	18	4	2	7	17	8	5	16	13
TrH2_TrispH2_011040	25	6	2	3	11	9	3	23	10
TrH2_TrispH2_011041	46	25	7	15	46	27	7	64	19
TrH2_TrispH2_011043	64	17	10	27	68	28	20	97	33
TrH2_TrispH2_011044	15	1	0	3	7	5	0	10	6
TrH2_TrispH2_011031	50	14	8	21	43	38	14	74	28
TrH2_TrispH2_011033	75	22	8	33	76	61	22	108	56
TrH2_TrispH2_011034	19	20	5	8	41	9	3	50	12
TrH2_TrispH2_011035	0	1	0	0	0	1	0	0	1
TrH2_TrispH2_011036	30	20	8	20	69	43	9	87	19
TrH2_TrispH2_011037	10	6	2	4	11	14	5	12	9
TrH2_TrispH2_011038	286	100	48	118	310	238	90	473	226
TrH2_TrispH2_011039	35	12	6	17	26	33	11	59	31
TrH2_TrispH2_011042	0	0	0	0	0	0	0	2	0
TrH2_TrispH2_009617	48	11	7	16	41	29	9	67	27
TrH2_TrispH2_009618	35	13	8	15	45	40	11	66	35
TrH2_orphan_1290	3	1	0	1	6	0	1	7	3
TrH2_TrispH2_009622	395	135	62	151	457	301	76	686	271
TrH2_TrispH2_009625	2714	700	425	1090	2280	1990	703	3964	1990
TrH2_TrispH2_009627	125	26	27	46	94	97	18	192	91
TrH2_TrispH2_009629	77	18	17	29	69	50	10	123	53
TrH2_TrispH2_009632	71	16	10	37	61	72	21	115	70
TrH2_TrispH2_009615	63	5	10	6	41	45	13	71	43
TrH2_TrispH2_009616	125	35	18	30	131	84	32	190	76
TrH2_TrispH2_009619	85	7	11	21	69	47	16	133	108
TrH2_TrispH2_009620	30	8	2	5	21	15	4	28	15
TrH2_TrispH2_009621	46	7	9	15	36	25	4	59	43
TrH2_TrispH2_009623	60	7	11	21	44	54	12	97	45
TrH2_TrispH2_009624	66	17	10	27	54	43	18	88	35
TrH2_TrispH2_009626	56	8	5	24	45	25	7	74	38
TrH2_TrispH2_009628	52	6	6	20	27	33	6	50	26
TrH2_TrispH2_009630	93	28	14	39	83	61	27	134	78
TrH2_TrispH2_009631	698	220	131	291	596	513	195	1081	563
TrH2_TrispH2_009730	210	61	33	82	200	144	68	280	151
TrH2_TrispH2_009731	184	26	30	72	159	131	38	270	154
TrH2_TrispH2_009735	240	75	31	75	220	167	55	405	160
TrH2_TrispH2_009736	29	18	3	9	62	30	11	58	15
TrH2_TrispH2_009737	47	15	8	10	50	37	6	69	29
TrH2_orphan_1291	0	1	0	0	0	1	0	1	0
TrH2_TrispH2_009739	6	2	2	0	9	3	1	10	4
TrH2_TrispH2_009741	17	5	1	8	20	10	4	23	7
TrH2_TrispH2_009745	30	6	2	12	41	32	12	35	29
TrH2_TrispH2_009746	30	9	3	8	25	32	7	48	30
TrH2_TrispH2_009727	0	1	0	0	3	1	0	4	3
TrH2_TrispH2_009728	44	7	8	18	52	32	9	64	30
TrH2_TrispH2_009729	49	7	7	24	55	36	15	95	30
TrH2_TrispH2_009732	22	1	2	6	8	8	5	26	15
TrH2_TrispH2_009733	168	67	34	78	152	125	50	221	134
TrH2_TrispH2_009738	571	188	95	220	623	430	104	953	368
TrH2_TrispH2_009740	470	205	72	183	513	372	122	808	330
TrH2_TrispH2_009742	9	3	3	5	13	10	4	26	5
TrH2_TrispH2_009743	0	0	0	0	0	0	0	1	1
TrH2_TrispH2_009744	87	18	11	24	64	50	24	87	50
TrH2_TrispH2_010843	82	21	18	25	80	53	26	126	41
TrH2_TrispH2_010844	56	20	5	15	75	27	11	99	36
TrH2_orphan_1292	13	0	0	3	2	3	1	6	7
TrH2_orphan_1293	9	6	2	4	21	7	5	16	8
TrH2_TrispH2_010857	25	7	1	9	12	13	7	26	10
TrH2_orphan_1294	3	0	0	1	1	1	0	3	1
TrH2_orphan_1295	1	1	2	4	5	1	3	15	2
TrH2_TrispH2_010845	269	80	47	141	214	239	96	463	207
TrH2_TrispH2_010846	154	41	30	85	153	139	59	273	141
TrH2_TrispH2_010847	13	5	3	7	13	13	1	24	10
TrH2_TrispH2_010848	81	36	11	40	103	71	22	149	79
TrH2_TrispH2_010849	143	45	23	63	179	96	39	236	111
TrH2_TrispH2_010850	0	0	1	0	2	0	0	1	0
TrH2_TrispH2_010851	1294	545	165	467	1671	913	327	2221	828
TrH2_TrispH2_010853	13	5	2	3	10	6	3	41	7
TrH2_TrispH2_010855	76	26	14	34	90	62	24	144	63
TrH2_TrispH2_010856	242	30	12	77	100	134	59	225	129
TrH2_TrispH2_010858	10	0	1	9	5	5	3	15	15
TrH2_TrispH2_010859	264	15	10	15	328	237	133	364	209
TrH2_orphan_1296	4	0	4	3	9	2	1	9	5
TrH2_TrispH2_009255	29	6	8	16	38	32	7	62	33
TrH2_TrispH2_009257	626	177	108	232	626	437	166	884	453
TrH2_TrispH2_009258	40	22	1	9	66	30	11	98	31
TrH2_TrispH2_009259	58	21	8	30	52	57	16	97	65
TrH2_TrispH2_009261	63	17	15	24	52	37	17	96	40
TrH2_TrispH2_009263	31	10	8	16	41	18	6	55	25
TrH2_orphan_1297	1	2	0	1	1	2	0	0	0
TrH2_TrispH2_009266	0	0	1	0	0	0	0	1	0
TrH2_TrispH2_009267	243	78	32	82	286	177	69	396	158
TrH2_TrispH2_009268	63	30	6	28	107	47	20	146	56
TrH2_TrispH2_009256	130	52	22	56	159	89	27	233	91
TrH2_TrispH2_009260	190	47	22	62	182	130	63	276	121
TrH2_TrispH2_009262	31	7	1	22	38	33	8	55	26
TrH2_TrispH2_009265	37	13	5	13	42	15	13	63	24
TrH2_orphan_1299	1	0	0	1	1	1	1	1	1
TrH2_TrispH2_009269	7	1	0	1	11	2	1	9	1
TrH2_TrispH2_009270	4	3	1	0	11	7	2	15	6
TrH2_TrispH2_009271	49	16	4	19	32	34	17	72	40
TrH2_TrispH2_009545	87	33	10	33	90	66	24	163	86
TrH2_TrispH2_009546	13	2	0	7	10	12	5	21	12
TrH2_TrispH2_009547	339	87	35	113	339	204	87	480	230
TrH2_TrispH2_009549	48	11	6	15	38	33	15	66	20
TrH2_TrispH2_009551	0	1	0	0	2	0	0	1	0
TrH2_TrispH2_009552	18	8	3	3	21	12	6	32	11
TrH2_TrispH2_009555	158	76	14	70	238	124	42	306	119
TrH2_orphan_1300	3	2	1	2	2	5	0	4	3
TrH2_TrispH2_009558	1	2	0	0	0	1	0	7	1
TrH2_TrispH2_009544	71	17	10	28	66	40	17	95	54
TrH2_TrispH2_009548	12	0	2	0	10	7	1	13	4
TrH2_TrispH2_009550	38	10	4	12	38	25	9	61	25
TrH2_TrispH2_009553	47	8	5	7	42	40	10	61	19
TrH2_TrispH2_009554	235	144	30	74	465	155	63	429	139
TrH2_TrispH2_009556	151	50	28	60	149	88	45	229	110
TrH2_TrispH2_009557	276	81	46	99	269	178	57	412	172
TrH2_orphan_1301	46	20	5	7	63	40	7	91	20
TrH2_TrispH2_010039	160	181	21	44	355	86	28	435	93
TrH2_orphan_1302	5	0	1	3	4	1	1	4	6
TrH2_orphan_1303	19	9	2	5	43	9	3	38	10
TrH2_TrispH2_010047	564	175	95	230	592	426	151	973	412
TrH2_orphan_1304	14	2	3	3	8	10	7	20	8
TrH2_TrispH2_010049	0	0	0	0	0	0	0	0	2
TrH2_TrispH2_010050	25	4	1	20	28	30	4	55	31
TrH2_TrispH2_010051	151	22	14	48	69	75	20	160	74
TrH2_TrispH2_010052	3	0	0	1	0	2	0	2	1
TrH2_orphan_1305	4	1	1	0	8	5	2	10	2
TrH2_TrispH2_010053	18	7	1	8	7	13	7	34	19
TrH2_TrispH2_010054	15	2	5	4	4	4	3	12	9
TrH2_orphan_1306	3	1	0	2	5	1	2	9	1
TrH2_TrispH2_010040	35	8	8	6	26	22	11	39	13
TrH2_TrispH2_010041	116	55	18	52	137	103	49	211	86
TrH2_TrispH2_010042	13	0	0	3	3	0	2	4	3
TrH2_TrispH2_010044	34	1	1	9	24	26	7	46	28
TrH2_TrispH2_010045	883	279	146	262	1041	676	210	1307	501
TrH2_TrispH2_010046	2860	885	278	933	3499	2066	693	3908	1714
TrH2_TrispH2_010048	96	21	16	44	77	67	30	143	62
TrH2_orphan_1307	21	0	1	3	5	8	2	21	13
TrH2_orphan_1308	5	1	0	1	4	9	2	8	6
TrH2_TrispH2_010311	626	258	92	233	780	482	152	1181	435
TrH2_TrispH2_010313	99	32	16	57	85	64	34	153	75
TrH2_TrispH2_010315	212	41	34	59	145	156	75	298	136
TrH2_TrispH2_010317	34	10	4	14	36	35	8	51	20
TrH2_TrispH2_010321	4046	1125	521	1344	3729	2857	884	5742	2676
TrH2_TrispH2_010322	413	98	80	180	368	294	126	618	316
TrH2_TrispH2_010312	39	13	4	12	36	22	6	50	32
TrH2_TrispH2_010314	24	1	2	11	20	25	7	36	17
TrH2_TrispH2_010316	31	9	9	17	20	30	6	58	29
TrH2_TrispH2_010318	57	24	6	9	52	39	20	69	38
TrH2_TrispH2_010320	735	203	120	291	658	559	197	1160	563
TrH2_TrispH2_010402	1741	540	197	492	2030	1174	335	2283	1130
TrH2_TrispH2_010403	62	14	11	22	85	44	17	105	52
TrH2_orphan_1309	2	0	0	1	3	1	4	4	0
TrH2_TrispH2_010405	258	109	40	86	273	176	58	456	172
TrH2_TrispH2_010401	11	1	1	4	9	12	7	10	11
TrH2_TrispH2_010404	71	12	5	24	43	40	16	77	57
TrH2_orphan_1310	28	3	4	11	15	18	8	17	21
TrH2_TrispH2_010406	54	17	8	17	56	29	6	84	29
TrH2_orphan_1311	8	0	1	4	1	6	0	4	2
TrH2_orphan_1312	1	2	1	1	1	1	0	3	0
TrH2_TrispH2_010094	156	35	23	53	140	96	31	241	107
TrH2_TrispH2_010095	5	2	0	1	4	9	1	6	3
TrH2_TrispH2_010096	436	91	75	184	316	321	89	592	306
TrH2_TrispH2_010097	39	9	7	10	34	20	6	32	28
TrH2_TrispH2_010091	29	3	3	8	23	20	14	40	29
TrH2_orphan_1313	6	0	0	1	3	2	0	3	1
TrH2_TrispH2_010092	19	1	3	9	8	11	5	16	6
TrH2_orphan_1314	8	1	1	5	7	7	5	11	6
TrH2_TrispH2_010093	21	3	3	6	14	12	8	36	18
TrH2_orphan_1315	7	1	2	5	1	5	0	9	1
TrH2_TrispH2_010098	410	125	66	161	329	257	113	588	268
TrH2_TrispH2_010099	34	13	5	16	58	29	10	69	29
TrH2_TrispH2_010194	12	0	1	2	2	7	1	7	5
TrH2_TrispH2_010195	13	6	4	5	20	15	7	31	17
TrH2_TrispH2_010196	3	4	0	1	4	3	0	3	5
TrH2_TrispH2_010197	19	3	1	8	9	12	3	18	14
TrH2_TrispH2_010198	196	45	49	76	164	170	56	315	158
TrH2_TrispH2_010201	101	28	16	45	98	72	35	156	83
TrH2_TrispH2_010199	116	49	12	40	166	85	23	173	52
TrH2_TrispH2_010200	26	5	4	7	21	15	3	30	10
TrH2_TrispH2_010202	195	42	23	77	169	116	32	272	140
TrH2_TrispH2_010203	2	0	0	1	2	8	0	2	6
TrH2_TrispH2_010378	11	3	2	5	8	4	1	13	5
TrH2_TrispH2_010379	142	47	24	61	164	98	25	208	96
TrH2_TrispH2_010380	60	18	7	14	59	56	8	110	44
TrH2_TrispH2_010381	89	30	11	44	103	83	25	151	76
TrH2_TrispH2_010383	119	17	16	41	122	78	34	200	89
TrH2_TrispH2_010385	46	13	9	18	42	38	10	84	36
TrH2_orphan_1316	6	0	1	0	4	2	0	5	0
TrH2_TrispH2_010386	342	147	40	133	388	229	95	555	253
TrH2_TrispH2_010388	331	56	45	100	268	283	91	452	222
TrH2_orphan_1317	4	0	1	3	4	2	1	6	4
TrH2_TrispH2_010382	78	14	8	35	92	60	18	130	46
TrH2_orphan_1318	1	0	0	1	2	0	0	2	2
TrH2_TrispH2_010384	1076	309	163	409	912	708	254	1563	758
TrH2_orphan_1319	5	2	0	4	10	5	3	4	5
TrH2_TrispH2_010387	72	24	14	26	78	52	28	110	45
TrH2_orphan_1320	1	2	1	0	3	0	0	4	1
TrH2_orphan_1321	17	4	9	8	17	14	7	30	25
TrH2_TrispH2_009911	10161	2669	1626	3704	9358	7469	2713	15555	7477
TrH2_TrispH2_009914	105	20	18	37	93	80	23	168	72
TrH2_TrispH2_009917	39	9	7	16	36	37	8	54	37
TrH2_TrispH2_009919	29	11	5	18	32	17	6	53	29
TrH2_TrispH2_009921	96	20	13	22	81	55	26	107	64
TrH2_TrispH2_009906	20	13	1	2	38	3	2	42	10
TrH2_TrispH2_009907	51	42	6	11	122	18	7	111	30
TrH2_TrispH2_009908	6	4	0	1	7	4	1	10	6
TrH2_TrispH2_009909	86	38	7	31	138	50	28	159	56
TrH2_TrispH2_009910	12	5	1	2	7	8	2	10	11
TrH2_orphan_1322	12	3	1	5	18	15	4	25	7
TrH2_TrispH2_009912	55	24	4	20	77	42	16	82	36
TrH2_TrispH2_009913	18	9	0	12	23	8	6	26	15
TrH2_TrispH2_009915	147	30	12	94	110	145	48	225	92
TrH2_TrispH2_009916	76	20	15	30	81	48	20	141	59
TrH2_TrispH2_009918	31	11	7	14	56	22	12	67	29
TrH2_TrispH2_009920	6	1	0	0	3	6	1	6	4
TrH2_TrispH2_009922	47	12	3	14	49	26	13	51	27
TrH2_TrispH2_010027	37	18	2	11	46	16	12	62	20
TrH2_TrispH2_010029	23	2	4	11	26	23	12	45	28
TrH2_TrispH2_010030	149	54	18	62	167	78	36	250	95
TrH2_TrispH2_010032	155	47	28	59	215	126	48	236	94
TrH2_orphan_1323	11	3	0	2	10	7	0	11	3
TrH2_TrispH2_010033	251	171	27	87	461	163	59	464	150
TrH2_TrispH2_010035	65	10	7	17	45	42	15	78	45
TrH2_TrispH2_010036	92	36	18	33	82	67	28	151	68
TrH2_TrispH2_010038	1109	272	158	351	1005	684	259	1434	708
TrH2_TrispH2_010028	49	6	3	30	35	38	4	75	26
TrH2_orphan_1324	4	1	1	1	3	3	0	4	3
TrH2_TrispH2_010031	46	29	4	16	64	38	13	99	30
TrH2_orphan_1325	7	2	1	1	12	0	0	5	8
TrH2_TrispH2_010034	238	57	37	93	204	201	64	329	174
TrH2_orphan_1326	3	0	4	1	6	1	0	8	3
TrH2_TrispH2_010037	184	57	48	83	182	163	46	333	160
TrH2_TrispH2_009695	72	18	11	22	83	51	28	121	58
TrH2_TrispH2_009696	0	1	0	2	6	4	0	2	0
TrH2_orphan_1327	2	0	0	1	0	1	1	2	0
TrH2_TrispH2_009699	74	27	16	27	87	68	17	154	67
TrH2_TrispH2_009701	10	3	0	8	10	13	2	20	5
TrH2_TrispH2_009702	70	30	6	33	83	59	20	113	47
TrH2_TrispH2_009704	75	20	9	24	73	69	20	109	46
TrH2_TrispH2_009706	105	32	14	27	94	76	10	134	64
TrH2_TrispH2_009707	54	15	4	24	41	46	18	78	61
TrH2_TrispH2_009697	93	44	1	29	211	74	21	210	57
TrH2_TrispH2_009698	108	22	12	34	80	57	20	166	47
TrH2_TrispH2_009700	18	1	2	2	10	14	0	24	9
TrH2_TrispH2_009703	35	7	3	9	35	19	10	68	21
TrH2_TrispH2_009705	199	56	26	78	213	148	54	303	122
TrH2_TrispH2_009708	701	236	102	276	783	475	172	1140	455
TrH2_TrispH2_009709	115	33	11	27	97	59	25	156	74
TrH2_TrispH2_010956	126	20	31	50	130	81	31	223	89
TrH2_TrispH2_010958	13	4	4	2	27	13	3	30	10
TrH2_orphan_1328	2	1	1	2	2	1	3	5	3
TrH2_orphan_1329	0	0	0	1	1	1	0	5	5
TrH2_orphan_1330	39	2	0	3	13	24	15	69	22
TrH2_orphan_1331	2	0	0	1	0	2	1	4	1
TrH2_TrispH2_010957	311	83	64	132	220	241	91	453	251
TrH2_orphan_1332	11	6	4	1	18	7	2	23	10
TrH2_TrispH2_010959	260	60	45	123	150	238	106	409	202
TrH2_orphan_1333	149	39	25	56	113	127	53	259	118
TrH2_TrispH2_010960	69	21	5	34	35	53	25	110	48
TrH2_TrispH2_010961	86	19	13	27	42	64	22	102	47
TrH2_TrispH2_010962	61	24	10	39	60	73	23	138	75
TrH2_TrispH2_010963	428	6	45	4	788	176	108	522	185
TrH2_TrispH2_010964	698	2	2	3	596	10	42	642	111
TrH2_TrispH2_010965	11219	527	974	2314	5291	8815	4670	21297	9593
TrH2_TrispH2_010966	629	1	1	198	434	87	107	911	532
TrH2_TrispH2_010967	8768	505	747	1774	4428	6397	3510	15618	8092
TrH2_TrispH2_010968	441	149	64	156	498	296	109	646	290
TrH2_TrispH2_010221	0	0	0	1	1	0	0	1	0
TrH2_TrispH2_010222	3	3	0	0	6	2	1	7	9
TrH2_TrispH2_010224	0	0	0	0	0	0	0	0	1
TrH2_orphan_1334	0	1	0	0	0	0	0	0	1
TrH2_TrispH2_010228	8113	1945	1362	3105	7013	6028	2173	12050	6082
TrH2_TrispH2_010220	4	0	0	0	1	2	2	7	7
TrH2_TrispH2_010223	25	2	1	14	23	18	16	38	20
TrH2_TrispH2_010225	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_010226	3	3	1	2	7	3	0	3	3
TrH2_TrispH2_010227	66	25	9	31	66	37	19	103	63
TrH2_TrispH2_010229	110	26	20	42	79	79	21	158	78
TrH2_TrispH2_010993	366	116	58	139	380	288	93	603	245
TrH2_TrispH2_010996	69	28	9	31	43	67	26	103	64
TrH2_TrispH2_010997	57	15	3	9	41	22	9	52	11
TrH2_TrispH2_010998	49	25	6	19	38	33	13	92	32
TrH2_TrispH2_010999	7	4	0	2	7	6	0	12	2
TrH2_TrispH2_011000	83	31	10	31	58	62	14	136	64
TrH2_TrispH2_011001	8	4	3	4	7	16	3	8	4
TrH2_TrispH2_011003	38	19	3	10	58	27	17	74	25
TrH2_TrispH2_010994	48	8	7	13	45	18	19	71	21
TrH2_orphan_1336	12	2	3	2	13	6	3	13	7
TrH2_TrispH2_011002	48	27	8	14	74	28	10	96	35
TrH2_TrispH2_009162	10	1	0	3	5	3	2	15	3
TrH2_TrispH2_009163	48	21	5	20	65	44	9	82	35
TrH2_TrispH2_009164	66	14	6	31	62	40	16	77	33
TrH2_TrispH2_009166	272	79	38	91	236	211	54	385	142
TrH2_TrispH2_009167	131	37	21	37	114	107	33	221	107
TrH2_TrispH2_009170	527	138	62	176	522	422	152	834	377
TrH2_TrispH2_009173	41	12	11	11	34	11	5	40	26
TrH2_TrispH2_009175	12	5	3	2	4	4	3	8	2
TrH2_TrispH2_009165	160	73	25	52	193	104	48	284	111
TrH2_hyp_clust5004	89	13	13	26	72	49	21	120	67
TrH2_TrispH2_009169	156	64	15	61	177	127	37	257	125
TrH2_TrispH2_009171	51	9	15	22	60	45	6	63	47
TrH2_TrispH2_009172	62	13	4	15	50	44	10	67	28
TrH2_TrispH2_009174	62	21	6	18	71	41	18	80	45
TrH2_orphan_1337	0	1	0	0	5	1	0	4	2
TrH2_TrispH2_009314	126	40	19	37	82	69	29	172	69
TrH2_TrispH2_009316	41	23	6	13	53	30	13	73	32
TrH2_TrispH2_009321	72	25	7	10	59	41	15	93	38
TrH2_TrispH2_009324	68	27	7	27	94	58	22	122	57
TrH2_TrispH2_009309	407	262	71	147	685	329	100	1014	248
TrH2_TrispH2_009310	7	4	2	3	20	6	1	16	5
TrH2_TrispH2_009311	4	0	0	5	12	3	1	7	1
TrH2_TrispH2_009312	166	121	24	68	382	117	28	450	94
TrH2_TrispH2_009313	552	336	88	224	937	429	126	1229	307
TrH2_TrispH2_009315	48	22	7	16	63	21	14	63	30
TrH2_TrispH2_009317	71	10	15	31	97	56	23	151	71
TrH2_TrispH2_009318	414	141	49	118	433	225	89	615	244
TrH2_TrispH2_009319	32	7	2	5	32	15	4	43	17
TrH2_TrispH2_009320	24	2	2	6	17	14	4	38	9
TrH2_TrispH2_009322	247	51	38	103	190	168	58	339	187
TrH2_TrispH2_009325	833	165	155	319	676	606	230	1226	619
TrH2_TrispH2_010649	120	23	25	38	128	77	30	162	83
TrH2_TrispH2_010653	223	66	34	72	214	153	48	360	177
TrH2_TrispH2_010655	2	0	0	0	6	3	0	1	4
TrH2_TrispH2_010650	55	20	8	34	66	66	23	130	58
TrH2_TrispH2_010651	84	41	11	23	159	59	22	143	57
TrH2_TrispH2_010652	132	37	22	51	136	109	37	208	128
TrH2_TrispH2_010654	21	2	0	1	11	30	0	0	14
TrH2_TrispH2_010656	16	1	1	8	10	1	2	5	9
TrH2_TrispH2_010657	0	0	0	0	0	2	0	1	0
TrH2_TrispH2_010658	78	26	13	24	49	35	14	89	44
TrH2_TrispH2_010659	14	7	4	5	11	14	6	24	15
TrH2_orphan_1338	1	0	0	0	2	2	2	10	4
TrH2_TrispH2_010660	5	0	0	0	2	2	0	5	5
TrH2_TrispH2_010518	112	36	22	45	107	86	23	180	71
TrH2_TrispH2_010519	12	20	1	3	25	9	3	28	6
TrH2_TrispH2_010520	0	1	0	0	3	0	0	4	0
TrH2_TrispH2_010521	75	29	13	17	124	58	20	92	36
TrH2_TrispH2_010522	113	48	17	23	161	74	28	181	64
TrH2_TrispH2_010527	2	2	1	7	4	2	2	5	1
TrH2_TrispH2_010528	96	40	14	28	107	77	33	186	59
TrH2_TrispH2_010517	47	14	7	22	57	41	15	81	35
TrH2_orphan_1339	15	1	3	0	5	6	1	10	6
TrH2_TrispH2_010523	85	22	10	32	53	55	26	116	64
TrH2_TrispH2_010524	271	76	41	105	215	212	77	437	207
TrH2_TrispH2_010529	28	10	7	13	27	17	6	42	13
TrH2_TrispH2_010530	126	40	17	28	130	67	25	176	80
TrH2_TrispH2_010531	30	9	8	16	21	18	6	39	22
TrH2_TrispH2_011045	189	84	37	76	211	151	47	319	128
TrH2_orphan_1340	4	0	0	0	1	3	4	2	0
TrH2_TrispH2_011047	80	28	12	27	68	51	23	101	64
TrH2_orphan_1341	4	0	0	1	2	3	0	1	0
TrH2_TrispH2_011049	22	21	5	7	52	30	9	45	14
TrH2_orphan_1342	2	0	0	1	1	2	0	2	0
TrH2_TrispH2_011050	165	69	36	54	196	88	47	327	105
TrH2_TrispH2_011051	246	67	55	105	158	187	81	324	174
TrH2_TrispH2_011046	111	35	18	37	109	85	40	174	78
TrH2_TrispH2_011048	17	12	3	10	20	15	6	47	16
TrH2_TrispH2_011052	96	19	15	41	92	65	17	172	62
TrH2_TrispH2_011053	10	2	0	2	3	5	1	5	7
TrH2_TrispH2_010781	9	0	0	1	13	5	7	12	4
TrH2_TrispH2_010782	127	30	9	36	80	69	32	122	62
TrH2_TrispH2_010784	32	11	9	22	28	29	16	61	32
TrH2_TrispH2_010786	226	73	40	100	246	177	58	387	179
TrH2_TrispH2_010789	142	38	18	34	125	77	34	156	83
TrH2_TrispH2_010791	95	33	11	31	97	74	28	139	70
TrH2_TrispH2_010783	92	24	7	29	86	65	28	133	56
TrH2_TrispH2_010785	270	69	30	91	242	187	64	382	193
TrH2_TrispH2_010787	134	25	28	48	130	90	39	181	112
TrH2_TrispH2_010788	18	10	4	8	33	9	6	33	26
TrH2_TrispH2_010790	271	51	49	78	229	170	47	354	174
TrH2_TrispH2_010792	8	0	0	5	5	5	3	22	6
TrH2_TrispH2_010231	42	10	4	20	47	27	23	71	28
TrH2_TrispH2_010233	90	25	21	46	76	81	29	146	61
TrH2_TrispH2_010234	73	23	8	35	86	49	22	130	58
TrH2_TrispH2_010237	265	109	41	107	316	225	67	430	190
TrH2_TrispH2_010239	143	43	33	38	131	108	26	209	106
TrH2_TrispH2_010241	373	118	70	118	388	268	93	603	268
TrH2_TrispH2_010230	211	70	39	99	196	158	63	376	137
TrH2_TrispH2_010232	88	27	16	22	66	53	18	132	42
TrH2_TrispH2_010235	44	11	13	14	57	33	12	76	38
TrH2_TrispH2_010236	176	48	21	72	137	151	51	251	132
