TrH2_hyp_clust10124.t1	DDE_Tnp_4
TrH2_TrispH2_009000-RA	FOP_dimer
TrH2_TrispH2_009001-RA	HLH PAS_11
TrH2_TrispH2_009002-RA	SH3BGR
TrH2_TrispH2_009003-RA	LRR_5 LRR_8
TrH2_TrispH2_009004-RA	Spermine_synt_N Spermine_synth
TrH2_TrispH2_009005-RA	Pkinase Pkinase_C Pkinase
TrH2_TrispH2_009006-RA	Macoilin Macoilin
TrH2_TrispH2_009007-RA	UCH
TrH2_TrispH2_009008-RA	Anoct_dimer Anoctamin
TrH2_TrispH2_009009-RA	Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Cadherin Laminin_G_2 EGF EGF
TrH2_TrispH2_009010-RA	
TrH2_TrispH2_009011-RA	RNA_pol_I_A49
TrH2_TrispH2_009012-RA	
TrH2_TrispH2_009013-RA	Ank_4 Ank_2 Ank
TrH2_TrispH2_009014-RA	
TrH2_TrispH2_009015-RA	TMEM33_Pom33
TrH2_TrispH2_009016-RA	GEMIN8
TrH2_TrispH2_009017-RA	CH_2
TrH2_TrispH2_009018-RA	zf-C2H2 zf-C2H2 zf-C2H2
TrH2_TrispH2_009019-RA	Laminin_G_3 Cadherin Recep_L_domain
TrH2_TrispH2_009020-RA	
TrH2_TrispH2_009021-RA	zf-TAZ KIX Bromodomain DUF902 HAT_KAT11 ZZ zf-TAZ
TrH2_TrispH2_009022-RA	7tm_1
TrH2_TrispH2_009023-RA	7tm_1
TrH2_TrispH2_009024-RA	7tm_1
TrH2_TrispH2_009025-RA	
TrH2_TrispH2_009026-RA	Orn_Arg_deC_N Orn_DAP_Arg_deC
TrH2_TrispH2_009027-RA	DcpS_C zf-C2HE
TrH2_TrispH2_009028-RA	MaoC_dehydratas
TrH2_TrispH2_009029-RA	LRR_6 LRR_6 LRR_6 LRR_6 LRR_6 LRR_6
TrH2_TrispH2_009030-RA	Arf
TrH2_TrispH2_009031-RA	PX MIT Pkinase
TrH2_TrispH2_009032-RA	HECT
TrH2_TrispH2_009033-RA	LRR_8
TrH2_TrispH2_009034-RA	B9-C2
TrH2_TrispH2_009035-RA	zf-CCHH Tyr-DNA_phospho
TrH2_TrispH2_009036-RA	Clat_adaptor_s
TrH2_TrispH2_009037-RA	Striatin WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_009038-RA	
TrH2_TrispH2_009039-RA	ADH_N ADH_zinc_N_2
TrH2_TrispH2_009040-RA	Memo
TrH2_TrispH2_009041-RA	Ras
TrH2_TrispH2_009042-RA	
TrH2_TrispH2_009043-RA	
TrH2_TrispH2_009044-RA	
TrH2_TrispH2_009045-RA	adh_short
TrH2_TrispH2_009046-RA	adh_short
TrH2_TrispH2_009047-RA	adh_short
TrH2_TrispH2_009048-RA	adh_short
TrH2_TrispH2_009049-RA	adh_short
TrH2_TrispH2_009050-RA	adh_short
TrH2_TrispH2_009051-RA	ADK Dpy-30
TrH2_TrispH2_009053-RA	Alpha-amylase DUF3459
TrH2_TrispH2_009054-RA	Alpha-amylase
TrH2_TrispH2_009055-RA	FERM_N FERM_M FERM_C
TrH2_TrispH2_009056-RA	SRCR
TrH2_TrispH2_009057-RA	CUB GAIN GPS 7tm_2
TrH2_TrispH2_009058-RA	DUF4735
TrH2_TrispH2_009059-RA	SRCR
TrH2_TrispH2_009060-RA	SRCR
TrH2_TrispH2_009061-RA	
TrH2_TrispH2_009062-RA	
TrH2_TrispH2_009063-RA	SRCR SRCR SRCR EGF SRCR SRCR SRCR SRCR SRCR EGF SRCR SRCR SRCR Ig_3 I-set Ig_3 Ig_3
TrH2_TrispH2_009064-RA	DDE_Tnp_1_7
TrH2_TrispH2_009065-RA	
TrH2_TrispH2_009066-RA	ANAPC4_WD40
TrH2_TrispH2_009067-RA	adh_short_C2
TrH2_TrispH2_009068-RA	Ribosomal_L38e
TrH2_TrispH2_009069-RA	Amino_oxidase
TrH2_TrispH2_009070-RA	CARD APAF1_C
TrH2_TrispH2_009071-RA	Kringle SRCR SRCR
TrH2_TrispH2_009072-RA	Orn_Arg_deC_N Orn_DAP_Arg_deC
TrH2_TrispH2_009073-RA	Orn_Arg_deC_N Orn_Arg_deC_N
TrH2_TrispH2_009074-RA	
TrH2_TrispH2_009075-RA	
TrH2_TrispH2_009076-RA	Pkinase_Tyr
TrH2_TrispH2_009077-RA	MADF_DNA_bdg
TrH2_TrispH2_009078-RA	LRR_5 7tm_1
TrH2_TrispH2_009079-RA	Glyco_hydro_20
TrH2_TrispH2_009080-RA	PCMT
TrH2_TrispH2_009081-RA	Reprolysin_2
TrH2_TrispH2_009082-RA	Reprolysin_5
TrH2_TrispH2_009083-RA	FH2
TrH2_TrispH2_009084-RA	Adap_comp_sub
TrH2_TrispH2_009085-RA	NB-ARC APAF1_C
TrH2_TrispH2_009086-RA	
TrH2_TrispH2_009087-RA	PPR_3 PPR_3 PPR PPR PPR
TrH2_TrispH2_009088-RA	RhoGAP
TrH2_TrispH2_009089-RA	GRAM GRAM RabGAP-TBC
TrH2_TrispH2_009090-RA	mTERF mTERF
TrH2_TrispH2_009091-RA	MINDY_DUB
TrH2_TrispH2_009092-RA	Vac14_Fab1_bd
TrH2_TrispH2_009093-RA	Med25_VWA Med25_VWA Med25
TrH2_TrispH2_009094-RA	SHIPPO-rpt SHIPPO-rpt
TrH2_TrispH2_009095-RA	Pribosyltran OMPdecase
TrH2_TrispH2_009096-RA	7tm_1
TrH2_TrispH2_009097-RA	Scramblase
TrH2_TrispH2_009098-RA	
TrH2_TrispH2_009099-RA	zf-C2H2 zf-C2H2
TrH2_TrispH2_009100-RA	WD40 WD40 WD40 WD40 WD40 Coatomer_WDAD COPI_C COPI_C
TrH2_TrispH2_009101-RA	PPI_Ypi1
TrH2_TrispH2_009102-RA	Cbl_N2 Cbl_N3 Prok-RING_4
TrH2_TrispH2_009103-RA	Cbl_N
TrH2_TrispH2_009104-RA	
TrH2_TrispH2_009105-RA	
TrH2_TrispH2_009106-RA	
TrH2_TrispH2_009107-RA	Metallophos Mre11_DNA_bind
TrH2_TrispH2_009108-RA	Pkinase
TrH2_TrispH2_009109-RA	7tm_1
TrH2_TrispH2_009110-RA	EF-hand_7 EF-hand_7
TrH2_TrispH2_009111-RA	
TrH2_TrispH2_009112-RA	7tm_1
TrH2_TrispH2_009113-RA	7tm_1
TrH2_TrispH2_009114-RA	7tm_1
TrH2_TrispH2_009115-RA	7tm_1
TrH2_TrispH2_009116-RA	
TrH2_TrispH2_009117-RA	DSBA DSBA
TrH2_TrispH2_009118-RA	DSBA
TrH2_TrispH2_009119-RA	DSBA DSBA
TrH2_TrispH2_009120-RA	DSBA DSBA
TrH2_TrispH2_009121-RA	7tm_1
TrH2_TrispH2_009122-RA	7tm_1
TrH2_TrispH2_009123-RA	7tm_1
TrH2_TrispH2_009124-RA	7tm_1
TrH2_TrispH2_009125-RA	7tm_1
TrH2_TrispH2_009126-RA	7tm_1
TrH2_TrispH2_009127-RA	7tm_1
TrH2_TrispH2_009128-RA	7tm_1
TrH2_TrispH2_009129-RA	7tm_1
TrH2_TrispH2_009130-RA	7tm_1
TrH2_TrispH2_009131-RA	Trefoil NtCtMGAM_N
TrH2_TrispH2_009132-RA	F-box DUF3506
TrH2_TrispH2_009133-RA	
TrH2_TrispH2_009134-RA	Trypsin
TrH2_TrispH2_009135-RA	EGF EGF CUB EGF CUB
TrH2_TrispH2_009136-RA	7tm_1
TrH2_TrispH2_009137-RA	BAR_3 PH ArfGap Ank_2
TrH2_TrispH2_009138-RA	DIX PDZ DEP
TrH2_TrispH2_009139-RA	SLC35F
TrH2_TrispH2_009140-RA	WD40 WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_009141-RA	Mlf1IP
TrH2_TrispH2_009142-RA	7tm_1
TrH2_TrispH2_009143-RA	PhetRS_B1 B3_4 B5 tRNA_synthFbeta
TrH2_TrispH2_009144-RA	MRP-S24
TrH2_TrispH2_009145-RA	Rieske_2
TrH2_TrispH2_009146-RA	ABC_tran ABC_tran_Xtn ABC_tran
TrH2_TrispH2_009147-RA	MBOAT
TrH2_TrispH2_009148-RA	MBOAT
TrH2_TrispH2_009149-RA	
TrH2_TrispH2_009150-RA	
TrH2_TrispH2_009151-RA	Drf_GBD Drf_FH3 FH2
TrH2_TrispH2_009152-RA	RMI1_N
TrH2_TrispH2_009153-RA	
TrH2_TrispH2_009154-RA	Pkinase Plk4_PB1 Plk4_PB2
TrH2_TrispH2_009155-RA	Abhydrolase_1
TrH2_TrispH2_009156-RA	Spectrin Spectrin WW EF-hand_2 EF-hand_3 ZZ
TrH2_TrispH2_009157-RA	CH CH Spectrin
TrH2_TrispH2_009158-RA	ADK ADK ADK
TrH2_TrispH2_009159-RA	zf-C2H2_2 zf-C2H2_2 zf-C2H2_2
TrH2_TrispH2_009160-RA	MDM1
TrH2_TrispH2_009161-RA	wnt
TrH2_TrispH2_009162-RA	Ax_dynein_light
TrH2_TrispH2_009163-RA	NMD3
TrH2_TrispH2_009164-RA	LRR_9 LRR_9 LRR_8
TrH2_TrispH2_009165-RA	E3_UbLigase_EDD PABP HECT
TrH2_TrispH2_009166-RA	Ras
TrH2_TrispH2_009167-RA	Ras
TrH2_TrispH2_009168-RA	Ras
TrH2_TrispH2_009169-RA	Ras
TrH2_TrispH2_009170-RA	HMA Sod_Cu
TrH2_TrispH2_009171-RA	RDD
TrH2_TrispH2_009172-RA	ANAPC4_WD40
TrH2_TrispH2_009173-RA	PDCD2_C
TrH2_TrispH2_009174-RA	BRCT AAA RFC1
TrH2_TrispH2_009175-RA	GCS
TrH2_TrispH2_009176-RA	TRAPPC9-Trs120 TRAPPC9-Trs120 TRAPPC9-Trs120
TrH2_TrispH2_009177-RA	Far-17a_AIG1
TrH2_TrispH2_009178-RA	Far-17a_AIG1 Far-17a_AIG1
TrH2_TrispH2_009179-RA	Far-17a_AIG1
TrH2_TrispH2_009180-RA	Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2 Kazal_2
TrH2_TrispH2_009181-RA	Muted
TrH2_TrispH2_009182-RA	dCMP_cyt_deam_1
TrH2_TrispH2_009183-RA	DUF2205
TrH2_TrispH2_009184-RA	TPR_8 TPR_11 RPAP3_C
TrH2_TrispH2_009185-RA	GCP_N_terminal GCP_C_terminal
TrH2_TrispH2_009186-RA	RNase_PH
TrH2_TrispH2_009187-RA	FMN_red
TrH2_TrispH2_009188-RA	DCX DCX
TrH2_TrispH2_009189-RA	MCM_OB MCM MCM_lid
TrH2_TrispH2_009190-RA	Peptidase_S28
TrH2_TrispH2_009191-RA	
TrH2_TrispH2_009192-RA	CH_2
TrH2_TrispH2_009193-RA	Mito_carr Mito_carr Mito_carr
TrH2_TrispH2_009194-RA	Astacin Laminin_G_3
TrH2_TrispH2_009195-RA	TFIID_20kDa
TrH2_TrispH2_009196-RA	TRAPP
TrH2_TrispH2_009197-RA	Methyltransf_11
TrH2_TrispH2_009198-RA	MIR
TrH2_TrispH2_009199-RA	CAMSAP_CH CAMSAP_CKK
TrH2_TrispH2_009200-RA	
TrH2_TrispH2_009201-RA	
TrH2_TrispH2_009202-RA	
TrH2_TrispH2_009203-RA	
TrH2_TrispH2_009204-RA	LRR_8
TrH2_TrispH2_009205-RA	LRR_8
TrH2_TrispH2_009206-RA	7tm_1
TrH2_TrispH2_009207-RA	
TrH2_TrispH2_009208-RA	TPR_12 TPR_12 TPR_8 TPR_12 Death COR
TrH2_TrispH2_009209-RA	EGF_CA EGF_CA
TrH2_TrispH2_009210-RA	
TrH2_TrispH2_009211-RA	
TrH2_TrispH2_009212-RA	EGF_CA
TrH2_TrispH2_009213-RA	COesterase
TrH2_TrispH2_009214-RA	COesterase
TrH2_TrispH2_009215-RA	COesterase
TrH2_TrispH2_009216-RA	
TrH2_TrispH2_009217-RA	
TrH2_TrispH2_009218-RA	
TrH2_TrispH2_009219-RA	
TrH2_TrispH2_009220-RA	
TrH2_TrispH2_009221-RA	adh_short
TrH2_TrispH2_009222-RA	SEA EGF_CA EGF_CA
TrH2_TrispH2_009223-RA	TPR_12 TPR_10 TPR_10 TPR_12 TPR_12 TPR_12
TrH2_TrispH2_009224-RA	adh_short
TrH2_TrispH2_009225-RA	PLDc PLDc_3
TrH2_TrispH2_009226-RA	GRAB
TrH2_TrispH2_009227-RA	
TrH2_TrispH2_009228-RA	WD40
TrH2_TrispH2_009229-RA	Exo_endo_phos
TrH2_TrispH2_009230-RA	Vasohibin
TrH2_TrispH2_009231-RA	7tm_1
TrH2_TrispH2_009232-RA	7tm_1
TrH2_TrispH2_009233-RA	Vasohibin
TrH2_TrispH2_009234-RA	Pkinase_Tyr
TrH2_TrispH2_009235-RA	Pkinase
TrH2_TrispH2_009236-RA	Pkinase
TrH2_TrispH2_009237-RA	Pkinase
TrH2_TrispH2_009238-RA	Pkinase
TrH2_TrispH2_009239-RA	Pkinase
TrH2_TrispH2_009240-RA	Pkinase
TrH2_TrispH2_009241-RA	Pkinase
TrH2_TrispH2_009242-RA	Pkinase
TrH2_TrispH2_009243-RA	Pkinase
TrH2_TrispH2_009244-RA	GST_N_4 GST_C_6
TrH2_TrispH2_009245-RA	GST_N_4 GST_C_6
TrH2_TrispH2_009247-RA	SM-ATX LsmAD PAM2
TrH2_TrispH2_009248-RA	zf-C3HC4
TrH2_TrispH2_009249-RA	
TrH2_TrispH2_009250-RA	UQ_con
TrH2_TrispH2_009251-RA	DUF383 DUF384
TrH2_TrispH2_009252-RA	Rad60-SLD
TrH2_TrispH2_009253-RA	IF-2B
TrH2_TrispH2_009254-RA	Tfb4
TrH2_TrispH2_009255-RA	GalP_UDP_transf GalP_UDP_tr_C
TrH2_TrispH2_009256-RA	UQ_con
TrH2_TrispH2_009257-RA	Proteasome_A_N Proteasome
TrH2_TrispH2_009258-RA	MFS_2
TrH2_TrispH2_009259-RA	PALP
TrH2_TrispH2_009260-RA	TGS tRNA_SAD tRNA-synt_2b HGTP_anticodon
TrH2_TrispH2_009261-RA	zf-SNAP50_C
TrH2_TrispH2_009262-RA	Cyclin_N
TrH2_TrispH2_009263-RA	GTP_EFTU GTP_EFTU_D2 EFG_III EFG_C
TrH2_TrispH2_009264-RA	7tm_1
TrH2_TrispH2_009265-RA	DNApol_Exo DNA_pol_A
TrH2_TrispH2_009266-RA	
TrH2_TrispH2_009267-RA	tRNA_anti-codon tRNA-synt_2
TrH2_TrispH2_009268-RA	UDPGT LON_substr_bdg AAA Lon_C
TrH2_TrispH2_009269-RA	NB-ARC APAF1_C
TrH2_TrispH2_009270-RA	DAO
TrH2_TrispH2_009271-RA	
TrH2_TrispH2_009272-RA	7tm_1
TrH2_TrispH2_009273-RA	7tm_1
TrH2_TrispH2_009274-RA	TPR_12
TrH2_TrispH2_009275-RA	ANAPC10 ZZ
TrH2_TrispH2_009276-RA	
TrH2_TrispH2_009277-RA	Nuf2
TrH2_TrispH2_009278-RA	THUMP
TrH2_TrispH2_009279-RA	Alpha_L_fucos Fucosidase_C
TrH2_TrispH2_009280-RA	Pkinase
TrH2_TrispH2_009281-RA	Ank_5 Ank_2 Ank_2 Ank_2 Ank_2 Ion_trans
TrH2_TrispH2_009282-RA	Snf7
TrH2_TrispH2_009283-RA	RRN3
TrH2_TrispH2_009284-RA	TPR_12 TPR_12 COR
TrH2_TrispH2_009285-RA	Death
TrH2_TrispH2_009286-RA	TPR_12 TPR_12 TPR_7
TrH2_TrispH2_009287-RA	Death
TrH2_TrispH2_009288-RA	TPR_1 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_10 TPR_12 TPR_12 TPR_12
TrH2_TrispH2_009289-RA	TPR_12 TPR_10 TPR_12 TPR_10 TPR_12
TrH2_TrispH2_009290-RA	eIF2A
TrH2_TrispH2_009291-RA	FAM195
TrH2_TrispH2_009292-RA	RPN7 PCI
TrH2_TrispH2_009293-RA	Dus
TrH2_TrispH2_009294-RA	Cybc1_Eros
TrH2_TrispH2_009295-RA	RRM_1
TrH2_TrispH2_009296-RA	UNC-93
TrH2_TrispH2_009297-RA	Acetyltransf_1
TrH2_TrispH2_009298-RA	Paf67
TrH2_TrispH2_009299-RA	RRM_1
TrH2_TrispH2_009300-RA	GTP_EFTU GTP_EFTU_D2
TrH2_TrispH2_009301-RA	UNC-93
TrH2_TrispH2_009302-RA	RRM_1
TrH2_TrispH2_009303-RA	eIF-3_zeta
TrH2_TrispH2_009304-RA	DAGK_cat
TrH2_TrispH2_009305-RA	Vac_ImportDeg
TrH2_TrispH2_009306-RA	Peptidase_C97
TrH2_TrispH2_009307-RA	HMG_box
TrH2_TrispH2_009308-RA	
TrH2_TrispH2_009309-RA	
TrH2_TrispH2_009310-RA	
TrH2_TrispH2_009311-RA	
TrH2_TrispH2_009312-RA	
TrH2_TrispH2_009313-RA	
TrH2_TrispH2_009314-RA	Hydin_ADK
TrH2_TrispH2_009315-RA	MMS1_N CPSF_A
TrH2_TrispH2_009316-RA	Hydant_A_N Hydantoinase_A Hydantoinase_B
TrH2_TrispH2_009317-RA	
TrH2_TrispH2_009318-RA	ADH_N ADH_zinc_N_2
TrH2_TrispH2_009319-RA	ADH_N ADH_zinc_N_2
TrH2_TrispH2_009320-RA	FAM92
TrH2_TrispH2_009321-RA	
TrH2_TrispH2_009322-RA	Ribosomal_S17
TrH2_TrispH2_009323-RA	Copine
TrH2_TrispH2_009324-RA	C2 C2 Copine
TrH2_TrispH2_009325-RA	NUDIX_2
TrH2_TrispH2_009326-RA	
TrH2_TrispH2_009327-RA	7tm_1
TrH2_TrispH2_009328-RA	7tm_1
TrH2_TrispH2_009329-RA	Peptidase_S28
TrH2_TrispH2_009330-RA	Proteasom_PSMB
TrH2_TrispH2_009331-RA	ROQ_II
TrH2_TrispH2_009332-RA	Nuc_deoxyri_tr2 Nuc_deoxyri_tr2
TrH2_TrispH2_009333-RA	
TrH2_TrispH2_009334-RA	HR1 HR1 Pkinase Pkinase_C
TrH2_TrispH2_009335-RA	LIM LIM
TrH2_TrispH2_009336-RA	LIM LIM Homeodomain
TrH2_TrispH2_009337-RA	LIM LIM
TrH2_TrispH2_009338-RA	LIM LIM Homeodomain
TrH2_TrispH2_009339-RA	Med26 zf-CCCH
TrH2_TrispH2_009340-RA	
TrH2_TrispH2_009341-RA	uDENN DENN
TrH2_TrispH2_009342-RA	
TrH2_TrispH2_009343-RA	DCX
TrH2_TrispH2_009344-RA	Rap_GAP CNH
TrH2_TrispH2_009345-RA	
TrH2_TrispH2_009346-RA	Histone
TrH2_TrispH2_009347-RA	DUF2464
TrH2_TrispH2_009348-RA	Peptidase_M16 Peptidase_M16_C
TrH2_TrispH2_009349-RA	Ran_BP1 Ran_BP1 Ran_BP1
TrH2_TrispH2_009350-RA	TRAP-delta
TrH2_TrispH2_009351-RA	HATPase_c HSP90
TrH2_TrispH2_009352-RA	SNF
TrH2_TrispH2_009353-RA	SNF
TrH2_TrispH2_009354-RA	
TrH2_TrispH2_009355-RA	
TrH2_TrispH2_009356-RA	
TrH2_TrispH2_009357-RA	mTERF
TrH2_TrispH2_009358-RA	Tubulin Tubulin_C
TrH2_TrispH2_009359-RA	FHA zf-RING_2
TrH2_TrispH2_009360-RA	Laminin_EGF Laminin_EGF Laminin_EGF
TrH2_TrispH2_009361-RA	WD40 WD40 WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_009362-RA	TFIIIC_sub6
TrH2_TrispH2_009363-RA	Ammonium_transp
TrH2_TrispH2_009364-RA	Ammonium_transp
TrH2_TrispH2_009365-RA	WD40 WD40 WD40
TrH2_TrispH2_009366-RA	Peptidase_M14 CarboxypepD_reg
TrH2_TrispH2_009367-RA	
TrH2_TrispH2_009368-RA	LRR_8
TrH2_TrispH2_009369-RA	LRR_8 LRR_8 LRR_8 LRR_8 LRR_8 LRR_8 LRR_8 7tm_1
TrH2_TrispH2_009370-RA	Aa_trans Aa_trans
TrH2_TrispH2_009371-RA	Acetyltransf_3
TrH2_TrispH2_009372-RA	ArfGap PH PH
TrH2_TrispH2_009373-RA	
TrH2_TrispH2_009374-RA	ParA
TrH2_TrispH2_009375-RA	
TrH2_TrispH2_009376-RA	Oxidored-like
TrH2_TrispH2_009377-RA	Ras
TrH2_TrispH2_009378-RA	DUF846
TrH2_TrispH2_009379-RA	ubiquitin
TrH2_TrispH2_009380-RA	Pro_isomerase
TrH2_TrispH2_009381-RA	ABC2_membrane_3 ABC_tran ABC2_membrane_3 ABC_tran
TrH2_TrispH2_009382-RA	DUF4485
TrH2_TrispH2_009383-RA	Orn_Arg_deC_N Orn_Arg_deC_N Orn_DAP_Arg_deC
TrH2_TrispH2_009384-RA	TPR_12
TrH2_TrispH2_009385-RA	TPR_12 TPR_12 COR
TrH2_TrispH2_009386-RA	Glyco_transf_49
TrH2_TrispH2_009387-RA	AATF-Che1 TRAUB
TrH2_TrispH2_009388-RA	PTB SH3_1 SAM_3
TrH2_TrispH2_009389-RA	
TrH2_TrispH2_009390-RA	TSP1_spondin TSP1_spondin TSP1_ADAMTS TSP_1 TSP_1 TSP1_ADAMTS TSP_1 TSP_1 TSP1_ADAMTS TSP1_spondin TSP_1
TrH2_TrispH2_009391-RA	
TrH2_TrispH2_009392-RA	TSP1_spondin TSP1_ADAMTS TSP_1
TrH2_TrispH2_009393-RA	
TrH2_TrispH2_009394-RA	Nsp1_C
TrH2_TrispH2_009395-RA	PH_12 EF-hand_like PI-PLC-X PI-PLC-Y C2
TrH2_TrispH2_009396-RA	
TrH2_TrispH2_009398-RA	Actin
TrH2_TrispH2_009399-RA	
TrH2_TrispH2_009400-RA	AMMECR1
TrH2_TrispH2_009401-RA	Voldacs
TrH2_TrispH2_009402-RA	Dicty_CAR
TrH2_TrispH2_009403-RA	Dicty_CAR
TrH2_TrispH2_009404-RA	
TrH2_TrispH2_009405-RA	7tm_1
TrH2_TrispH2_009406-RA	7tm_1
TrH2_TrispH2_009407-RA	7tm_1
TrH2_TrispH2_009408-RA	
TrH2_TrispH2_009409-RA	NIDO EGF_3 EGF_CA EGF_CA EGF_CA EGF_CA EGF_CA Ldl_recept_b Ldl_recept_b
TrH2_TrispH2_009410-RA	RLL
TrH2_TrispH2_009411-RA	
TrH2_TrispH2_009412-RA	Aida_C2
TrH2_TrispH2_009413-RA	Pkinase KA1
TrH2_TrispH2_009414-RA	WD40 WD40 WD40
TrH2_TrispH2_009415-RA	
TrH2_TrispH2_009416-RA	
TrH2_TrispH2_009417-RA	
TrH2_TrispH2_009418-RA	Adenylsucc_synt
TrH2_TrispH2_009419-RA	Acetyltransf_1
TrH2_TrispH2_009420-RA	LSM
TrH2_TrispH2_009421-RA	tRNA-synt_1 Anticodon_1
TrH2_TrispH2_009422-RA	DUF4509
TrH2_TrispH2_009423-RA	Dynamin_N
TrH2_TrispH2_009424-RA	LRR_8 LRR_8 LRR_8 LRR_8 LRR_8 LRR_8 7tm_1
TrH2_TrispH2_009425-RA	Pyridoxal_deC
TrH2_TrispH2_009426-RA	Pyridoxal_deC Pyridoxal_deC
TrH2_TrispH2_009427-RA	
TrH2_TrispH2_009428-RA	FAD_binding_4 FAD-oxidase_C
TrH2_TrispH2_009429-RA	Sgf11 SCA7
TrH2_TrispH2_009430-RA	Snf7
TrH2_TrispH2_009431-RA	
TrH2_TrispH2_009432-RA	BRO1 ALIX_LYPXL_bnd
TrH2_TrispH2_009433-RA	SWIRM-assoc_2 SWIRM Myb_DNA-binding SWIRM-assoc_3 SWIRM-assoc_1
TrH2_TrispH2_009434-RA	SWIRM-assoc_2
TrH2_TrispH2_009435-RA	Aminotran_1_2
TrH2_TrispH2_009436-RA	
TrH2_TrispH2_009437-RA	Disintegrin
TrH2_TrispH2_009438-RA	Forkhead
TrH2_TrispH2_009439-RA	
TrH2_TrispH2_009440-RA	NAD_binding_2 6PGD
TrH2_TrispH2_009441-RA	Ssu72
TrH2_TrispH2_009442-RA	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
TrH2_TrispH2_009443-RA	TRAP-gamma TRAP-gamma
TrH2_TrispH2_009444-RA	PMSR
TrH2_TrispH2_009445-RA	MIF4G MA3 W2
TrH2_TrispH2_009446-RA	
TrH2_TrispH2_009447-RA	
TrH2_TrispH2_009448-RA	Rootletin
TrH2_TrispH2_009449-RA	
TrH2_TrispH2_009450-RA	
TrH2_TrispH2_009451-RA	
TrH2_TrispH2_009452-RA	
TrH2_TrispH2_009453-RA	
TrH2_TrispH2_009454-RA	
TrH2_TrispH2_009455-RA	
TrH2_TrispH2_009456-RA	
TrH2_TrispH2_009457-RA	
TrH2_TrispH2_009458-RA	
TrH2_TrispH2_009459-RA	Ig_2 I-set I-set Ig_3 fn3
TrH2_TrispH2_009460-RA	PDZ Sec7 PH_9
TrH2_TrispH2_009461-RA	PDZ RasGEF
TrH2_TrispH2_009462-RA	PTEN_C2
TrH2_TrispH2_009463-RA	ANAPC4_WD40
TrH2_TrispH2_009464-RA	Pkinase
TrH2_TrispH2_009465-RA	RUN FYVE
TrH2_TrispH2_009466-RA	Ribosomal_S11
TrH2_TrispH2_009467-RA	Methyltransf_25 WBS_methylT
TrH2_TrispH2_009468-RA	Fructosamin_kin
TrH2_TrispH2_009469-RA	RF-1
TrH2_TrispH2_009470-RA	zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
TrH2_TrispH2_009471-RA	Myb_DNA-bind_7
TrH2_TrispH2_009472-RA	CNOT11
TrH2_TrispH2_009473-RA	FAST_1 RAP
TrH2_TrispH2_009474-RA	Pre-PUA SUI1
TrH2_TrispH2_009475-RA	Ada3
TrH2_TrispH2_009476-RA	RNA_pol_Rpb2_1 RNA_pol_Rpb2_2 RNA_pol_Rpb2_3 RNA_pol_Rpb2_4 RNA_pol_Rpb2_5 RNA_pol_Rpb2_6 RNA_pol_Rpb2_7
TrH2_TrispH2_009477-RA	
TrH2_TrispH2_009478-RA	HCNGP
TrH2_TrispH2_009479-RA	BBS2_N BBS2_Mid BBS2_C
TrH2_TrispH2_009480-RA	Myb_DNA-binding Myb_DNA-binding Myb_DNA-binding Cmyb_C
TrH2_TrispH2_009481-RA	PA14 CHGN
TrH2_TrispH2_009482-RA	7tm_1
TrH2_TrispH2_009483-RA	7tm_1
TrH2_TrispH2_009484-RA	7tm_1
TrH2_TrispH2_009485-RA	7tm_1
TrH2_TrispH2_009486-RA	BAR SH3_9
TrH2_TrispH2_009487-RA	MFS_1_like
TrH2_TrispH2_009488-RA	MFS_1_like
TrH2_TrispH2_009489-RA	Pkinase
TrH2_TrispH2_009490-RA	zinc_ribbon_10
TrH2_TrispH2_009491-RA	zf-C3Hc3H zf-C3Hc3H
TrH2_TrispH2_009492-RA	LSDAT_euk Ion_trans NUDIX
TrH2_TrispH2_009493-RA	HEXIM
TrH2_TrispH2_009494-RA	WD40 WD40 WD40 WD40 WD40
TrH2_TrispH2_009495-RA	Peptidase_C50
TrH2_TrispH2_009496-RA	Tom37 GST_C_6
TrH2_TrispH2_009497-RA	HSP70
TrH2_TrispH2_009498-RA	MCM_N MCM_OB MCM MCM_lid MCM6_C
TrH2_TrispH2_009499-RA	O-FucT
TrH2_TrispH2_009500-RA	GKAP
TrH2_TrispH2_009501-RA	PEHE
TrH2_TrispH2_009502-RA	
TrH2_TrispH2_009503-RA	
TrH2_TrispH2_009504-RA	
TrH2_TrispH2_009505-RA	Cytochrom_B561
TrH2_TrispH2_009506-RA	AD
TrH2_TrispH2_009507-RA	C1_1 RhoGAP
TrH2_TrispH2_009508-RA	Death
TrH2_TrispH2_009509-RA	
TrH2_TrispH2_009510-RA	Patatin EF-hand_1
