Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_16	4.2656736	-1.8722943
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_186	7.5391703	8.38139
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.1551688	-2.6096742
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_146	9.053712	4.767977
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_83	-1.06532	15.792538
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_55	-2.6579916	10.12842
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.976619	0.67233336
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_21	3.624132	-3.5829186
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_133	13.393433	3.3072531
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	30	batch2	TrH2	TrH2_157	13.248144	3.3105094
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_110	-11.925142	-0.3702721
unassigned	unassigned	unassigned	epithelia_gland_like	orange	21	batch2	TrH2	TrH2_124	9.854521	4.718743
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_99	-12.572637	0.1511935
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_12	4.59387	-2.3549013
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_50	4.504036	23.516705
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	52	batch2	TrH2	TrH2_198	22.218325	4.3200197
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_99	-12.492062	0.14083673
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_104	-12.856393	0.49399185
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_201	15.679452	11.120727
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_181	8.266698	9.726844
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_15	4.5522423	-2.4454217
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	-2.3528328	10.436484
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_114	-11.008811	-0.16545199
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_184	6.985462	11.573183
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.9156256	0.4935259
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_201	15.715372	11.164402
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	TrH2	TrH2_150	8.391986	5.7159786
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_19	4.4147763	-1.9998175
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_215	-3.2218173	3.1661913
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	TrH2	TrH2_131	7.2418785	11.770976
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_87	0.8209466	17.037449
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_132	10.802621	2.1596358
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_187	8.2904415	9.850113
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_50	4.2372804	23.21533
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_34	3.0934494	-2.8861723
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_13	4.7276983	-2.2912705
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_36	2.7912235	-3.5861645
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_210	19.146881	-3.4375725
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	31	batch2	TrH2	TrH2_180	13.162536	18.894987
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_110	-12.156955	-0.9505
unassigned	unassigned	unassigned	gland_1	darkorange3	29	batch2	TrH2	TrH2_118	-12.526147	0.19391944
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_33	2.9088826	-3.87799
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_28	3.1948338	-3.4058497
unassigned	unassigned	unassigned	peptidergic_nu	cyan4	48	batch2	TrH2	TrH2_216	14.828142	-10.772811
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	53	batch2	TrH2	TrH2_148	16.589092	-8.851141
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	47	batch2	TrH2	TrH2_213	20.16963	15.482014
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.3951464	23.366405
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	34	batch2	TrH2	TrH2_205	-4.5533576	6.245312
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	9.669865	5.9108577
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_83	-0.20385341	16.74113
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_74	-1.6900444	16.2285
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	3.5684261	21.763376
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_41	0.89561266	6.4890995
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_144	9.050163	5.015643
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_125	8.692071	2.9182506
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_44	0.8251126	6.421791
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	0	batch2	TrH2	TrH2_194	10.036075	6.2301226
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_111	7.987114	2.5369956
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_206	-8.150918	13.833762
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_127	9.261456	3.3322613
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_83	0.0055359667	16.908382
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.1393213	-2.6872573
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_196	21.141865	10.434985
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_143	9.714887	5.2810607
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_26	3.6594896	-3.8416288
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_73	-1.7527602	16.196596
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_196	21.118408	10.398445
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_180	7.510789	11.293176
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_185	8.571396	10.003711
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	3	batch2	TrH2	TrH2_38	-13.089631	0.3207491
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_142	9.80405	5.7583857
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	45	batch2	TrH2	TrH2_214	1.8815207	-10.042797
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	-2.343904	10.446423
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_33	2.2276294	-2.8673058
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	51	batch2	TrH2	TrH2_217	14.228968	-6.466665
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_207	-8.116871	13.875875
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.1625786	-2.7160726
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	0	batch2	TrH2	TrH2_161	9.6509695	6.4430246
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_50	4.265069	23.241983
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_191	7.450575	11.411436
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_107	-12.341892	0.18686834
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_196	21.093834	10.383283
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_56	-2.6807125	10.0997305
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_151	8.64633	7.3641334
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.181993	-2.6870892
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_55	-2.6272802	10.104329
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_58	-2.6195042	10.180186
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_112	-11.205055	-0.13938543
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_56	-2.7043154	10.058
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_131	9.818117	6.716109
unassigned	unassigned	unassigned	epithelia_unknown_1	plum3	55	batch2	TrH2	TrH2_130	-7.695304	20.540913
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_120	8.588398	3.3694272
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_156	9.81512	6.9933233
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_23	3.5757248	-3.6434488
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_144	10.707648	3.9909246
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	9.216682	2.9383435
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_24	3.2219813	-3.509267
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.7302265	4.8230333
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_90	-0.008834721	16.73423
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_18	4.64257	-2.02049
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_27	3.651195	-3.8356545
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_41	0.8863432	6.481235
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_22	3.2796144	-3.796069
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_127	9.482324	3.240625
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_165	7.1390243	9.820424
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_188	8.3651905	9.953452
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_118	-11.39512	-0.7273679
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_36	2.3510728	-3.0365114
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_109	-11.982872	-0.3513464
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_180	7.011965	11.065526
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_128	11.070227	2.4452512
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	4	batch2	TrH2	TrH2_37	-0.12993196	16.82461
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_129	8.56333	3.0638452
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_132	11.324729	2.5644133
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_96	-12.636602	0.42193425
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_34	3.0719395	-3.7717633
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_33	2.3604882	-2.9780626
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_134	13.252792	3.3759398
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_30	2.8558333	-2.7780304
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_118	-12.868967	0.165765
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_191	7.3750434	11.454667
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	9.939695	5.431241
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_22	3.0260003	-3.4620795
unassigned	unassigned	unassigned	peptidergic_nu	cyan4	48	batch2	TrH2	TrH2_216	14.847736	-10.753326
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.131571	18.878265
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_139	10.058904	5.665411
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	-2.5235453	10.261168
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_132	11.389863	2.9557202
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_138	10.289961	5.586409
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	TrH2	TrH2_150	8.902496	3.712104
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.3079588	-2.7105432
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	-2.4846444	10.158426
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_41	0.7904661	6.383647
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_144	10.6735	3.997892
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_111	-11.385166	0.32723317
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_25	3.3150532	-3.6005645
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_142	9.931306	6.541217
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_127	9.328566	3.0608828
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_210	19.150936	-3.430815
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.9158907	0.4859384
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	51	batch2	TrH2	TrH2_217	14.226753	-6.4664803
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	5	batch2	TrH2	TrH2_38	3.9031432	-1.9617327
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_12	4.580263	-2.7215507
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_29	2.8480778	-3.0581522
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	9.5963545	6.0969
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_142	10.097129	4.9275637
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_196	21.126484	10.408238
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_94	-13.032573	0.67147493
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_46	9.327221	-11.0773535
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_187	8.506474	9.99999
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_28	3.2047362	-3.2052777
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_112	-12.002796	-0.102080755
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_73	-1.2902554	16.341208
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_83	-0.4553827	16.670547
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_108	-12.530453	0.15416811
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_114	-10.85101	-0.43730965
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	10.110527	4.644472
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_126	10.69614	2.2028167
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	36	batch2	TrH2	TrH2_195	20.621008	10.088193
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_192	7.6039166	10.627942
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_180	7.727454	11.398912
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_86	0.34804124	16.807745
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_48	4.2167873	23.135105
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_181	7.6017528	10.552449
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_193	7.1846957	11.534652
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	34	batch2	TrH2	TrH2_204	-4.3850155	5.8529525
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_107	-12.348885	0.4876534
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_192	7.5292187	10.8951435
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_43	0.82207006	6.403114
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	3.6483672	21.913652
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	TrH2	TrH2_200	16.568556	-8.831461
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.119859	18.867687
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_142	9.633634	5.0469594
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_215	-3.6432521	2.977001
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_187	8.159031	9.781212
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_210	19.150517	-3.4315798
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_28	3.34958	-3.4327514
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_129	9.106313	2.9204464
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_46	9.336982	-11.089707
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.2686	-2.817021
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_20	4.030486	-2.0383475
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.129728	18.877123
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_145	10.377176	6.0399995
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_135	10.293578	5.446563
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	9.49352	5.2543793
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.0924807	-2.6505303
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_98	-12.468908	0.6438618
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_187	8.496655	10.008226
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_110	-12.511983	-0.52886415
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_186	8.494817	9.141418
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	9.465951	5.5862536
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_36	3.348327	-1.734796
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_53	-2.6845355	10.046613
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_123	11.192265	2.1142309
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_55	-2.6980243	10.105734
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_105	-12.785044	0.013461024
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.172082	18.920261
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_12	4.3938913	-3.0627522
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	56	batch2	TrH2	TrH2_209	5.0436773	-13.512799
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_115	-11.55067	-0.7037272
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	45	batch2	TrH2	TrH2_214	1.8560712	-10.07083
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_95	-12.241286	0.3978325
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	51	batch2	TrH2	TrH2_217	14.225881	-6.464444
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_28	2.6909883	-2.3842752
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_42	0.81586456	6.4097023
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_207	-8.120352	13.866958
unassigned	unassigned	unassigned	epithelia_unknown_1	plum3	55	batch2	TrH2	TrH2_130	-7.694107	20.539707
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_144	9.444011	4.988018
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_3	2.7807753	-3.2264686
